Код покупателя	Артикул	Количество	Дата
Клиент-175	Арт3	7	07.06.2018
Клиент-58	Арт22	5	27.02.2018
Клиент-94	Арт12	8	10.10.2017
Клиент-152	Арт18	6	20.07.2017
Клиент-198	Арт10	4	04.06.2017
Клиент-39	Арт6	5	26.09.2017
Клиент-56	Арт23	6	05.05.2017
Клиент-200	Арт3	10	25.03.2018
Клиент-116	Арт1	2	03.03.2018
Клиент-187	Арт5	6	27.03.2017
Клиент-147	Арт6	6	09.04.2018
Клиент-23	Арт2	1	12.04.2018
Клиент-21	Арт14	6	11.10.2017
Клиент-87	Арт25	1	04.06.2018
Клиент-75	Арт13	8	25.03.2017
Клиент-93	Арт3	2	09.03.2018
Клиент-168	Арт24	2	16.02.2018
Клиент-192	Арт24	7	28.02.2017
Клиент-45	Арт25	2	26.12.2017
Клиент-29	Арт23	5	20.12.2017
Клиент-120	Арт16	9	17.11.2017
Клиент-75	Арт2	7	16.08.2018
Клиент-9	Арт26	8	19.07.2017
Клиент-149	Арт1	5	06.05.2017
Клиент-44	Арт1	10	30.06.2017
Клиент-151	Арт14	8	15.09.2017
Клиент-58	Арт20	7	30.08.2018
Клиент-88	Арт23	2	13.08.2017
Клиент-15	Арт2	2	27.01.2017
Клиент-161	Арт13	7	17.06.2018
Клиент-164	Арт18	10	04.01.2018
Клиент-160	Арт10	8	11.06.2017
Клиент-169	Арт16	9	25.02.2018
Клиент-161	Арт4	6	24.06.2017
Клиент-182	Арт15	2	23.03.2018
Клиент-192	Арт25	10	15.08.2018
Клиент-26	Арт23	9	15.02.2018
Клиент-53	Арт5	7	19.06.2017
Клиент-140	Арт1	5	23.09.2017
Клиент-12	Арт21	7	02.09.2018
Клиент-43	Арт23	8	23.12.2017
Клиент-35	Арт11	3	31.01.2018
Клиент-135	Арт16	1	04.02.2017
Клиент-190	Арт3	3	24.09.2018
Клиент-60	Арт7	1	16.02.2018
Клиент-97	Арт20	10	18.07.2017
Клиент-32	Арт5	6	17.09.2018
Клиент-167	Арт7	1	28.04.2018
Клиент-32	Арт16	2	22.01.2018
Клиент-51	Арт1	1	07.01.2018
Клиент-102	Арт7	10	05.12.2017
Клиент-2	Арт4	7	26.09.2018
Клиент-41	Арт2	9	19.06.2018
Клиент-196	Арт3	6	13.08.2017
Клиент-8	Арт10	4	16.03.2018
Клиент-41	Арт7	4	12.12.2017
Клиент-22	Арт20	9	07.03.2017
Клиент-45	Арт25	4	23.04.2017
Клиент-171	Арт2	7	28.02.2018
Клиент-185	Арт24	1	12.02.2017
Клиент-90	Арт4	9	19.10.2017
Клиент-125	Арт11	3	26.06.2017
Клиент-111	Арт1	7	02.11.2017
Клиент-136	Арт19	6	04.03.2017
Клиент-173	Арт21	5	14.06.2018
Клиент-106	Арт6	2	17.08.2018
Клиент-78	Арт26	2	25.05.2017
Клиент-185	Арт26	4	14.10.2017
Клиент-27	Арт5	7	01.07.2017
Клиент-123	Арт15	4	18.04.2018
Клиент-40	Арт18	9	31.12.2017
Клиент-33	Арт15	4	19.01.2018
Клиент-59	Арт9	2	01.10.2017
Клиент-106	Арт20	8	28.10.2017
Клиент-106	Арт15	5	27.06.2018
Клиент-64	Арт1	5	27.01.2018
Клиент-139	Арт12	2	26.07.2018
Клиент-17	Арт14	4	09.02.2017
Клиент-48	Арт6	3	10.09.2017
Клиент-123	Арт10	4	02.02.2017
Клиент-162	Арт7	3	02.03.2017
Клиент-170	Арт10	2	19.04.2018
Клиент-176	Арт26	1	14.03.2018
Клиент-168	Арт25	2	12.05.2018
Клиент-53	Арт6	6	24.06.2018
Клиент-59	Арт16	8	17.08.2017
Клиент-55	Арт21	8	09.08.2017
Клиент-135	Арт16	9	07.08.2018
Клиент-84	Арт22	5	09.02.2018
Клиент-95	Арт12	9	22.09.2017
Клиент-22	Арт23	1	14.06.2017
Клиент-155	Арт16	10	14.07.2017
Клиент-59	Арт19	1	06.10.2017
Клиент-35	Арт21	6	31.12.2017
Клиент-38	Арт18	1	11.08.2017
Клиент-127	Арт19	3	15.01.2018
Клиент-87	Арт24	1	23.01.2017
Клиент-75	Арт21	9	03.02.2018
Клиент-51	Арт18	9	20.08.2017
Клиент-40	Арт16	10	27.09.2017
Клиент-7	Арт16	5	22.03.2017
Клиент-65	Арт5	1	11.04.2017
Клиент-199	Арт17	2	04.03.2018
Клиент-193	Арт17	8	03.07.2018
Клиент-14	Арт18	10	19.06.2017
Клиент-123	Арт5	2	16.09.2017
Клиент-103	Арт6	5	20.07.2017
Клиент-113	Арт18	2	03.01.2017
Клиент-24	Арт16	10	21.03.2018
Клиент-91	Арт11	6	31.07.2018
Клиент-68	Арт13	5	25.10.2017
Клиент-60	Арт1	5	11.05.2017
Клиент-103	Арт6	1	21.12.2017
Клиент-108	Арт18	5	20.03.2018
Клиент-6	Арт18	8	25.05.2017
Клиент-100	Арт14	3	01.06.2017
Клиент-57	Арт22	7	03.09.2018
Клиент-168	Арт25	10	01.03.2018
Клиент-56	Арт13	8	02.11.2017
Клиент-59	Арт22	4	25.09.2018
Клиент-55	Арт26	8	23.07.2017
Клиент-193	Арт1	8	01.09.2017
Клиент-176	Арт13	1	01.10.2017
Клиент-183	Арт20	2	05.03.2017
Клиент-139	Арт10	9	17.07.2018
Клиент-79	Арт14	8	10.01.2017
Клиент-49	Арт4	10	07.08.2018
Клиент-89	Арт9	7	05.08.2017
Клиент-135	Арт14	8	17.02.2018
Клиент-109	Арт12	9	05.12.2017
Клиент-80	Арт10	4	26.06.2018
Клиент-3	Арт24	4	10.04.2017
Клиент-108	Арт26	1	12.10.2017
Клиент-174	Арт2	3	14.07.2018
Клиент-184	Арт19	7	30.11.2017
Клиент-156	Арт19	4	10.09.2018
Клиент-151	Арт23	10	16.05.2017
Клиент-92	Арт20	2	16.08.2018
Клиент-20	Арт20	1	23.11.2017
Клиент-183	Арт16	8	26.10.2017
Клиент-176	Арт8	6	06.07.2018
Клиент-141	Арт21	3	25.06.2017
Клиент-14	Арт23	3	09.05.2018
Клиент-72	Арт8	6	14.02.2017
Клиент-10	Арт19	2	18.08.2018
Клиент-153	Арт15	4	13.02.2018
Клиент-200	Арт10	8	17.03.2017
Клиент-95	Арт25	8	02.03.2018
Клиент-174	Арт25	1	28.01.2018
Клиент-45	Арт19	3	15.07.2018
Клиент-148	Арт18	9	11.09.2017
Клиент-23	Арт15	3	17.06.2017
Клиент-37	Арт26	6	03.06.2017
Клиент-155	Арт24	10	24.01.2017
Клиент-179	Арт17	2	09.10.2017
Клиент-113	Арт2	7	04.06.2018
Клиент-196	Арт8	5	22.11.2017
Клиент-7	Арт8	8	10.06.2017
Клиент-161	Арт15	9	02.02.2017
Клиент-155	Арт13	6	29.04.2018
Клиент-68	Арт20	3	22.03.2017
Клиент-39	Арт11	3	11.11.2017
Клиент-57	Арт19	3	03.12.2017
Клиент-91	Арт5	5	09.06.2017
Клиент-158	Арт11	6	08.12.2017
Клиент-24	Арт5	8	02.05.2017
Клиент-67	Арт21	2	11.05.2017
Клиент-175	Арт6	10	18.11.2017
Клиент-38	Арт12	3	19.07.2017
Клиент-122	Арт17	10	25.05.2018
Клиент-88	Арт5	9	12.06.2018
Клиент-160	Арт19	7	12.02.2017
Клиент-200	Арт12	7	12.12.2017
Клиент-93	Арт18	3	24.06.2018
Клиент-200	Арт17	4	29.10.2017
Клиент-2	Арт3	2	22.01.2017
Клиент-62	Арт25	9	07.03.2018
Клиент-11	Арт7	4	22.11.2017
Клиент-12	Арт25	9	06.06.2017
Клиент-170	Арт18	10	02.08.2017
Клиент-182	Арт7	3	26.11.2017
Клиент-68	Арт23	4	06.10.2017
Клиент-12	Арт2	10	06.03.2017
Клиент-30	Арт13	3	13.06.2017
Клиент-60	Арт8	6	25.07.2017
Клиент-68	Арт26	7	06.05.2017
Клиент-106	Арт5	10	18.08.2017
Клиент-124	Арт20	8	31.08.2017
Клиент-35	Арт14	7	20.02.2017
Клиент-194	Арт10	7	14.05.2017
Клиент-135	Арт10	8	24.10.2017
Клиент-34	Арт17	6	06.01.2017
Клиент-140	Арт20	2	01.04.2018
Клиент-179	Арт15	2	13.05.2018
Клиент-192	Арт20	10	12.12.2017
Клиент-16	Арт21	4	20.04.2018
Клиент-70	Арт1	10	15.10.2017
Клиент-92	Арт14	2	04.05.2018
Клиент-82	Арт4	10	06.08.2017
Клиент-184	Арт4	2	12.02.2017
Клиент-1	Арт5	6	20.08.2017
Клиент-72	Арт24	9	14.05.2017
Клиент-139	Арт17	10	08.08.2017
Клиент-15	Арт21	8	03.10.2017
Клиент-151	Арт18	4	30.03.2018
Клиент-118	Арт6	7	08.06.2017
Клиент-101	Арт24	1	11.05.2017
Клиент-32	Арт25	10	31.07.2017
Клиент-180	Арт5	10	23.08.2018
Клиент-49	Арт12	7	01.08.2018
Клиент-95	Арт20	10	28.04.2018
Клиент-129	Арт18	5	12.06.2018
Клиент-139	Арт21	6	07.05.2017
Клиент-122	Арт26	7	26.02.2017
Клиент-98	Арт2	4	12.06.2017
Клиент-198	Арт14	6	04.03.2018
Клиент-71	Арт1	1	23.03.2017
Клиент-36	Арт19	10	18.08.2017
Клиент-167	Арт4	6	20.08.2017
Клиент-59	Арт19	7	17.01.2018
Клиент-193	Арт21	3	30.06.2017
Клиент-94	Арт18	4	23.07.2017
Клиент-189	Арт10	4	11.08.2018
Клиент-142	Арт2	10	13.02.2017
Клиент-10	Арт19	9	29.05.2017
Клиент-84	Арт21	10	30.04.2017
Клиент-29	Арт25	3	05.06.2017
Клиент-114	Арт25	2	20.05.2018
Клиент-124	Арт11	2	03.06.2018
Клиент-159	Арт21	8	29.11.2017
Клиент-12	Арт6	8	10.07.2018
Клиент-78	Арт15	7	06.01.2017
Клиент-106	Арт21	2	21.01.2017
Клиент-190	Арт21	9	24.01.2017
Клиент-72	Арт20	2	29.12.2017
Клиент-118	Арт17	2	07.04.2018
Клиент-129	Арт4	5	30.09.2017
Клиент-134	Арт25	10	27.09.2018
Клиент-178	Арт5	2	30.03.2017
Клиент-10	Арт4	5	31.08.2018
Клиент-127	Арт7	1	26.11.2017
Клиент-124	Арт18	7	20.08.2018
Клиент-13	Арт5	6	21.01.2018
Клиент-122	Арт11	3	02.06.2017
Клиент-83	Арт16	4	17.02.2018
Клиент-40	Арт6	4	06.12.2017
Клиент-150	Арт24	2	15.01.2017
Клиент-2	Арт15	8	28.05.2018
Клиент-105	Арт12	5	06.01.2017
Клиент-60	Арт5	4	29.05.2017
Клиент-100	Арт19	4	01.08.2018
Клиент-194	Арт16	10	11.06.2018
Клиент-158	Арт18	10	25.11.2017
Клиент-174	Арт22	5	20.03.2018
Клиент-84	Арт18	7	23.07.2017
Клиент-147	Арт3	1	17.02.2018
Клиент-152	Арт18	5	24.01.2017
Клиент-150	Арт12	9	21.01.2017
Клиент-145	Арт24	3	21.08.2018
Клиент-189	Арт7	4	25.01.2018
Клиент-25	Арт13	7	27.05.2017
Клиент-200	Арт6	3	24.04.2017
Клиент-145	Арт8	1	24.04.2017
Клиент-49	Арт9	3	01.02.2017
Клиент-15	Арт16	5	10.03.2017
Клиент-109	Арт12	7	28.03.2017
Клиент-168	Арт11	3	18.03.2017
Клиент-4	Арт16	4	12.07.2017
Клиент-24	Арт8	5	26.05.2018
Клиент-161	Арт4	10	18.12.2017
Клиент-81	Арт24	9	05.01.2018
Клиент-98	Арт21	8	18.12.2017
Клиент-20	Арт22	3	07.08.2017
Клиент-192	Арт13	9	02.02.2018
Клиент-79	Арт13	3	12.07.2017
Клиент-41	Арт18	3	03.08.2017
Клиент-108	Арт14	5	18.04.2017
Клиент-164	Арт17	9	01.04.2018
Клиент-102	Арт9	3	28.10.2017
Клиент-165	Арт16	5	01.06.2017
Клиент-107	Арт17	4	19.05.2017
Клиент-141	Арт16	7	03.10.2017
Клиент-52	Арт21	3	19.02.2017
Клиент-110	Арт22	10	10.08.2017
Клиент-87	Арт17	2	16.02.2017
Клиент-200	Арт17	6	03.09.2017
Клиент-55	Арт6	6	15.02.2017
Клиент-29	Арт15	9	16.09.2018
Клиент-50	Арт18	10	13.02.2018
Клиент-138	Арт8	5	02.03.2018
Клиент-56	Арт22	7	05.10.2017
Клиент-24	Арт20	4	05.01.2017
Клиент-37	Арт10	2	21.05.2017
Клиент-147	Арт22	1	25.12.2017
Клиент-78	Арт17	1	13.06.2018
Клиент-128	Арт12	3	26.03.2018
Клиент-123	Арт6	4	18.03.2017
Клиент-32	Арт11	8	24.01.2017
Клиент-198	Арт24	9	16.01.2017
Клиент-121	Арт2	10	25.12.2017
Клиент-53	Арт15	9	21.01.2017
Клиент-107	Арт14	6	20.07.2017
Клиент-188	Арт9	3	25.04.2018
Клиент-186	Арт24	2	12.07.2017
Клиент-34	Арт5	8	02.01.2017
Клиент-65	Арт25	7	22.11.2017
Клиент-90	Арт5	2	13.08.2017
Клиент-22	Арт22	8	21.01.2017
Клиент-85	Арт17	6	03.07.2017
Клиент-199	Арт21	4	06.03.2017
Клиент-165	Арт8	7	06.03.2018
Клиент-14	Арт9	2	29.09.2018
Клиент-118	Арт24	4	15.11.2017
Клиент-147	Арт17	4	15.04.2017
Клиент-21	Арт16	7	11.03.2018
Клиент-86	Арт9	10	26.09.2018
Клиент-4	Арт6	3	02.10.2017
Клиент-32	Арт6	8	21.07.2018
Клиент-18	Арт1	9	20.05.2017
Клиент-37	Арт11	7	31.03.2017
Клиент-131	Арт11	3	08.05.2017
Клиент-31	Арт18	2	20.02.2018
Клиент-60	Арт24	4	24.12.2017
Клиент-86	Арт15	9	06.02.2018
Клиент-85	Арт14	10	05.04.2017
Клиент-19	Арт19	6	04.04.2017
Клиент-123	Арт11	1	24.11.2017
Клиент-174	Арт25	10	09.01.2017
Клиент-30	Арт16	10	29.12.2017
Клиент-167	Арт21	7	21.02.2018
Клиент-156	Арт7	1	13.08.2017
Клиент-110	Арт24	7	09.07.2017
Клиент-63	Арт24	2	11.09.2017
Клиент-52	Арт1	3	07.01.2017
Клиент-166	Арт1	9	29.07.2017
Клиент-191	Арт26	10	11.08.2018
Клиент-175	Арт12	9	12.09.2018
Клиент-31	Арт18	6	15.06.2017
Клиент-154	Арт4	3	21.10.2017
Клиент-138	Арт15	9	15.08.2018
Клиент-131	Арт24	10	25.07.2018
Клиент-161	Арт6	7	31.05.2018
Клиент-45	Арт16	2	26.09.2017
Клиент-136	Арт9	2	22.05.2018
Клиент-159	Арт6	1	11.08.2017
Клиент-30	Арт2	9	11.04.2018
Клиент-2	Арт18	2	01.02.2017
Клиент-150	Арт24	6	08.02.2018
Клиент-190	Арт3	2	09.03.2017
Клиент-127	Арт7	9	12.08.2017
Клиент-193	Арт26	2	05.07.2018
Клиент-143	Арт23	8	24.04.2018
Клиент-101	Арт8	8	25.11.2017
Клиент-48	Арт13	3	19.08.2017
Клиент-52	Арт7	6	27.05.2018
Клиент-30	Арт18	5	24.03.2017
Клиент-200	Арт22	8	12.08.2017
Клиент-162	Арт9	4	20.09.2018
Клиент-140	Арт23	3	06.05.2017
Клиент-136	Арт24	8	08.04.2018
Клиент-98	Арт8	1	11.03.2018
Клиент-66	Арт17	9	19.12.2017
Клиент-87	Арт26	10	20.12.2017
Клиент-154	Арт17	10	29.07.2018
Клиент-56	Арт20	4	15.10.2017
Клиент-103	Арт12	2	05.01.2018
Клиент-95	Арт8	3	16.02.2018
Клиент-186	Арт16	3	07.04.2017
Клиент-188	Арт2	1	20.11.2017
Клиент-155	Арт15	5	17.02.2017
Клиент-6	Арт6	1	03.08.2017
Клиент-45	Арт10	3	19.11.2017
Клиент-109	Арт17	5	29.11.2017
Клиент-54	Арт25	8	21.05.2018
Клиент-181	Арт24	6	30.06.2017
Клиент-11	Арт5	2	24.04.2017
Клиент-117	Арт9	4	03.03.2018
Клиент-162	Арт3	2	29.01.2017
Клиент-31	Арт8	4	10.03.2017
Клиент-199	Арт19	1	14.11.2017
Клиент-67	Арт21	8	18.02.2017
Клиент-132	Арт19	5	27.11.2017
Клиент-33	Арт22	8	11.11.2017
Клиент-25	Арт3	10	09.09.2017
Клиент-12	Арт13	5	20.09.2017
Клиент-170	Арт20	5	05.09.2017
Клиент-157	Арт3	10	31.03.2017
Клиент-125	Арт16	5	20.12.2017
Клиент-145	Арт23	8	04.09.2017
Клиент-156	Арт1	7	25.08.2017
Клиент-44	Арт23	7	03.03.2017
Клиент-165	Арт15	8	26.04.2017
Клиент-44	Арт25	1	08.01.2018
Клиент-192	Арт19	1	17.10.2017
Клиент-94	Арт14	10	08.09.2017
Клиент-143	Арт14	10	30.03.2017
Клиент-37	Арт16	9	04.04.2018
Клиент-98	Арт18	9	02.04.2018
Клиент-54	Арт13	5	30.06.2017
Клиент-105	Арт26	8	20.02.2017
Клиент-166	Арт13	9	16.04.2018
Клиент-145	Арт21	4	07.08.2017
Клиент-41	Арт4	2	16.02.2017
Клиент-131	Арт18	7	19.04.2017
Клиент-73	Арт14	7	29.12.2017
Клиент-197	Арт11	1	29.09.2018
Клиент-32	Арт5	4	24.04.2017
Клиент-193	Арт25	6	27.02.2017
Клиент-197	Арт9	2	24.05.2017
Клиент-65	Арт15	6	01.04.2018
Клиент-16	Арт21	7	20.02.2018
Клиент-140	Арт15	8	17.09.2017
Клиент-26	Арт20	7	30.11.2017
Клиент-162	Арт5	7	14.07.2017
Клиент-15	Арт22	3	20.05.2018
Клиент-89	Арт18	2	24.03.2018
Клиент-21	Арт2	5	24.08.2018
Клиент-160	Арт5	10	16.12.2017
Клиент-152	Арт3	3	05.05.2018
Клиент-7	Арт25	2	14.01.2018
Клиент-24	Арт16	10	27.08.2017
Клиент-165	Арт19	4	25.03.2017
Клиент-173	Арт12	3	10.05.2017
Клиент-105	Арт24	6	03.09.2017
Клиент-164	Арт3	6	22.05.2018
Клиент-24	Арт15	6	16.07.2017
Клиент-170	Арт13	8	10.09.2017
Клиент-91	Арт10	1	28.02.2018
Клиент-176	Арт18	6	16.02.2017
Клиент-65	Арт23	8	10.05.2017
Клиент-42	Арт8	6	28.01.2018
Клиент-119	Арт7	8	16.08.2017
Клиент-75	Арт23	10	09.04.2018
Клиент-101	Арт15	10	11.03.2018
Клиент-117	Арт14	9	16.04.2018
Клиент-64	Арт25	3	21.11.2017
Клиент-85	Арт10	5	04.02.2018
Клиент-12	Арт25	4	20.03.2018
Клиент-83	Арт4	8	15.07.2017
Клиент-164	Арт15	7	03.08.2018
Клиент-135	Арт2	10	11.03.2017
Клиент-52	Арт26	7	04.12.2017
Клиент-15	Арт18	4	18.03.2018
Клиент-152	Арт21	8	08.09.2017
Клиент-17	Арт20	4	20.08.2018
Клиент-63	Арт12	5	14.05.2018
Клиент-84	Арт18	8	04.04.2017
Клиент-96	Арт10	1	02.05.2018
Клиент-71	Арт18	3	30.08.2017
Клиент-157	Арт6	8	10.08.2017
Клиент-37	Арт20	8	18.10.2017
Клиент-81	Арт10	2	06.08.2017
Клиент-107	Арт18	5	15.07.2017
Клиент-29	Арт13	9	27.08.2018
Клиент-21	Арт1	2	30.09.2017
Клиент-150	Арт11	7	05.06.2017
Клиент-8	Арт25	6	24.01.2018
Клиент-131	Арт11	7	28.04.2018
Клиент-58	Арт10	4	20.06.2018
Клиент-18	Арт16	3	21.05.2017
Клиент-108	Арт7	4	10.09.2017
Клиент-144	Арт6	3	25.12.2017
Клиент-198	Арт19	8	16.09.2017
Клиент-57	Арт21	10	16.10.2017
Клиент-15	Арт2	1	06.01.2017
Клиент-47	Арт23	9	24.05.2018
Клиент-77	Арт13	2	01.08.2018
Клиент-10	Арт10	3	31.05.2017
Клиент-122	Арт13	2	23.08.2017
Клиент-67	Арт3	2	03.10.2017
Клиент-59	Арт8	7	21.04.2017
Клиент-74	Арт2	1	18.07.2018
Клиент-130	Арт17	9	20.11.2017
Клиент-83	Арт6	7	30.09.2017
Клиент-170	Арт12	1	09.06.2017
Клиент-12	Арт9	7	28.03.2017
Клиент-5	Арт12	1	02.07.2018
Клиент-130	Арт7	4	25.07.2017
Клиент-95	Арт25	3	30.07.2018
Клиент-134	Арт5	5	19.05.2018
Клиент-15	Арт5	7	17.02.2017
Клиент-67	Арт5	4	15.05.2018
Клиент-160	Арт21	7	23.05.2018
Клиент-114	Арт26	5	10.07.2017
Клиент-145	Арт18	1	11.04.2018
Клиент-54	Арт12	6	05.04.2017
Клиент-120	Арт11	8	30.08.2017
Клиент-108	Арт14	9	28.11.2017
Клиент-187	Арт16	7	06.08.2018
Клиент-23	Арт19	5	11.02.2018
Клиент-76	Арт6	3	14.08.2018
Клиент-53	Арт1	3	07.02.2017
Клиент-43	Арт22	7	09.11.2017
Клиент-159	Арт25	9	26.08.2017
Клиент-111	Арт8	6	09.04.2017
Клиент-176	Арт4	8	07.03.2018
Клиент-174	Арт4	8	25.08.2017
Клиент-75	Арт24	7	07.06.2017
Клиент-71	Арт1	2	08.09.2018
Клиент-15	Арт1	1	06.08.2017
Клиент-171	Арт5	9	23.01.2018
Клиент-169	Арт24	3	09.12.2017
Клиент-67	Арт22	2	11.07.2017
Клиент-36	Арт18	10	08.06.2017
Клиент-92	Арт22	5	17.08.2017
Клиент-32	Арт4	4	09.04.2017
Клиент-144	Арт15	8	12.02.2018
Клиент-30	Арт21	1	19.06.2017
Клиент-35	Арт8	9	06.07.2017
Клиент-170	Арт10	1	18.06.2017
Клиент-52	Арт12	4	14.03.2018
